ProductID,SKU,ProductName,Category,SubCategory,Brand,UnitPrice,CostPrice,LaunchDate,DiscontinuedFlag,Color,Size,WeightKg,PackageDimensions,Rating,StockStatus
3611,SKU-H22602,Smart Phone,Electronics,Office,Luxora,1759.75,1313.97,2022-01-28T17:49:29,False,Green,M,23.95,57.4x21.9x34.4 cm,4.97,In Stock
3612,SKU-Y98719,smart watch,Fashion,Outdoor,CartPro,1293.33,736.73,"Jul 18, 2020",False,Green,XS,24.74,72.5x9.3x25.5 cm,4.08,In Stock
3613,SKU-J93174,Ultra Shoes,Home & Kitchen,Standard,PrimeLine,3098.94,1814.34,2024-03-08T23:54:56,False,Blue,,9.86,7.9x78.3x7.9 cm,3.32,In Stock
3614,SKU-Z43081,Eco Phone,Sports,Kids,UrbanEdge,843.41,460.29,"Jul 18, 2021",False,White,L,22.77,12.2x15.3x10.3 cm,4.13,Low Stock
3615,SKU-A94050,Pro Mixer,Home & Kitchen,Premium,CartPro,1295.31,833.38,2019-10-09T01:56:31,False,Black,S,7.63,74.1x35.9x27.7 cm,4.16,Low Stock
3616,SKU-C93701,Lite Mixer,Grocery,Budget,ActiveX,one hundred,N/A,2025-06-21 12:10:21,False,Black,M,16.17,27.6x12.7x16.0 cm,3.11,In Stock
3617,SKU-L89454,Pro Phone,Home & Kitchen,Office,HomeSense,1302.97,911.09,2020-02-10 04:36:07,False,White,XXL,19.6,65.6x18.8x17.1 cm,4.74,Out of Stock
3618,SKU-F65482,Max Shoes,Sports,Outdoor,PrimeLine,2360.82,1592.84,2019-07-03 15:38:44,True,Grey,M,5.13,21.9x45.3x8.5 cm,2.66,In Stock
3619,SKU-J11463,Max Mixer,Grocery,Premium,Luxora,1697.88,1270.95,2019-12-27,False,Blue,XS,23.63,30.0x73.3x30.8 cm,4.41,In Stock
3620,SKU-Q66218,Max Phone,Beauty,Budget,UrbanEdge,716.02,487.13,"Jun 25, 2022",False,Blue,XS,23.26,40.0x44.1x32.6 cm,4.43,Out of Stock
3621,SKU-K85930,Pro Mixer,Electronics,Budget,HomeSense,920.02,773.92,2024-11-04,False,Pink,XL,1.63,39.0x36.3x20.9 cm,4.91,Out of Stock
3622,SKU-P67503,Pro Watch,Toys,Budget,UrbanEdge,928.49,505.24,2022-05-13,False,Red,M,18.48,8.0x72.5x19.3 cm,4.06,Out of Stock
3623,SKU-Y90575,Ultra Headphones,Electronics,Premium,GeoBasics,598.76,409.73,"Apr 17, 2018",True,Grey,S,24.49,30.1x43.4x31.1 cm,2.58,Out of Stock
3624,SKU-A56336,Ultra Watch,Sports,Premium,HomeSense,1580.05,711.76,"Oct 29, 2021",False,Red,XXL,3.92,5.6x8.7x32.4 cm,4.67,Low Stock
3625,SKU-X96999,Max Phone,Electronics,Budget,ActiveX,689.93,396.27,2018-05-19 22:16:55,False,Grey,XS,22.43,79.0x6.0x11.7 cm,2.53,In Stock
101,SKU-C85958,Smart Headphones,Grocery,Budget,UrbanEdge,one hundred,331.52,2020-07-12T01:17:50,False,Red,,24.17,71.5x73.1x37.8 cm,2.54,Low Stock
3627,SKU-B82692,Lite Headphones,Sports,Standard,PrimeLine,N/A,952.06,01/04/2021,False,White,XXL,7.22,25.8x49.1x1.2 cm,2.46,Low Stock
3628,SKU-L39657,Max Phone,Beauty,Budget,UrbanEdge,1885.94,1512.04,2023-04-30,False,Grey,S,18.92,43.6x42.8x22.6 cm,4.57,Low Stock
3629,SKU-Y27980,Eco Watch,Sports,Premium,CartPro,2195.79,1554.79,06/03/2024,False,Black,XS,3876.4560844062016,64.4x21.5x17.3 cm,2.58,In Stock
3630,SKU-T53118,Lite Shoes,Fashion,Standard,UrbanEdge,509.38,431.18,2021-11-30,False,White,,19.18,22.7x24.7x1.4 cm,3.72,Out of Stock
3631,SKU-V14047,Max Mixer,Beauty,Premium,GeoBasics,1373.51,1059.56,2024-09-16,False,Grey,M,23.94,23.7x50.3x26.8 cm,2.69,Out of Stock
3632,SKU-R74632,Lite Phone,Electronics,Premium,CartPro,2467.74,1966.7,2019-08-13 04:28:03,False,Green,L,20.61,52.1x21.9x12.1 cm,3.61,In Stock
3633,SKU-K40167,Pro Bottle,Electronics,Premium,CartPro,1177.89,856.03,2019-09-14 11:31:05,False,Black,XS,19.56,71.1x33.0x11.0 cm,3.57,Low Stock
3634,SKU-Q57148,Pro Phone,Sports,Outdoor,Luxora,2919.15,1469.51,29/09/2022,False,White,M,10.63,46.8x25.9x13.9 cm,3.06,Low Stock
3635,SKU-Y32100,Smart Backpack,Grocery,Premium,Luxora,936.13,542.97,2020-03-02,False,Green,L,2.75,78.2x19.2x8.9 cm,2.49,Out of Stock
3636,SKU-J48277,Max Bottle,Grocery,Office,ActiveX,1908.6,1358.1,2019-02-20,False,Green,XXL,5.19,74.7x37.7x29.4 cm,3.7,Low Stock
3637,SKU-V20171,Max Bottle,Toys,Budget,ActiveX,1362.6,911.96,18/09/2025,True,Pink,,6.88,12.7x59.8x13.6 cm,4.3,Low Stock
3638,SKU-U99697,Eco Shoes,Toys,Budget,PrimeLine,1423.49,922.19,2018-03-01 05:13:57,True,Black,XS,19.52,17.8x52.5x20.2 cm,2.52,Out of Stock
3639,SKU-T52642,Eco Mixer,Home & Kitchen,Outdoor,PrimeLine,2001.38,999.92,2020-01-30,False,Grey,L,8.61,76.1x77.2x27.4 cm,4.76,In Stock
3640,SKU-S36259,Ultra Phone,Home & Kitchen,Outdoor,UrbanEdge,1665.76,1376.02,2018-08-01 04:37:12,False,Grey,L,6.65,21.0x58.6x7.1 cm,2.85,In Stock
3641,SKU-Q62122,Max Shoes,Sports,Premium,HomeSense,1405.18,592.83,2019-06-09 02:42:45,False,Pink,M,8.17,66.3x13.8x4.9 cm,4.54,In Stock
3642,SKU-T86975,Ultra Mixer,Toys,Premium,ActiveX,1011.23,837.01,21/09/2023,False,Red,,7.22,29.7x14.2x10.4 cm,4.4,Low Stock
3643,SKU-F61091,Lite Mixer,Electronics,Budget,GeoBasics,1256.65,638.91,"Aug 19, 2022",False,Green,S,11.2,58.0x21.5x26.3 cm,2.04,Out of Stock
3644,SKU-S92320,Lite Mixer,Fashion,Kids,PrimeLine,1626.74,1016.75,2023-05-31,True,Grey,L,22.27,64.7x8.6x21.3 cm,2.98,In Stock
3645,SKU-P98908,Pro Phone,Grocery,Standard,PrimeLine,1333.35,823.74,2023-11-17T12:43:23,False,Grey,S,20.33,14.3x79.2x38.0 cm,4.11,Low Stock
3646,SKU-T87222,Pro Backpack,Grocery,Standard,Luxora,1442.15,612.63,"Feb 25, 2023",True,White,L,20.36,47.5x28.3x37.9 cm,3.78,In Stock
3647,SKU-P82714,Ultra Watch,Fashion,Office,CartPro,one hundred,633.38,"Sep 18, 2019",False,Red,XL,10.19,46.0x71.0x19.0 cm,3.61,In Stock
3648,SKU-T55948,Max Watch,Beauty,Standard,HomeSense,1145.17,500.53,"Sep 20, 2024",False,,M,7.05,59.6x7.4x15.2 cm,2.81,Low Stock
3649,SKU-O56845,Pro Headphones,Beauty,Premium,Luxora,1087.13,490.28,"Sep 22, 2020",False,Green,,10.21,22.1x36.3x9.3 cm,4.93,In Stock
3650,SKU-J20042,Eco Headphones,Sports,Premium,HomeSense,2307.98,1124.52,29/06/2025,False,Green,XS,9.66,31.0x44.0x24.7 cm,3.61,Low Stock
3651,SKU-Y15925,Ultra Bottle,Fashion,Kids,CartPro,375.04,245.79,2024-01-09T22:16:29,False,Pink,M,13.92,22.3x56.8x27.1 cm,3.58,Low Stock
3652,SKU-I39634,Max Shoes,Toys,Standard,CartPro,1254.02,788.36,"Nov 06, 2021",True,Red,XS,11.12,8.3x7.3x4.3 cm,3.43,Out of Stock
3653,SKU-Y83129,Ultra Shoes,Beauty,Outdoor,CartPro,1170.14,890.26,28/09/2022,True,Pink,S,10.0,75.5x8.0x20.8 cm,3.09,In Stock
3654,SKU-L21179,Smart Backpack,Beauty,Outdoor,CartPro,1106.56,713.05,2024-08-03,False,Red,S,21.12,57.0x5.9x3.5 cm,3.63,In Stock
3655,SKU-B95028,Smart Phone,Beauty,Standard,ActiveX,1670.73,1057.34,"Aug 09, 2025",False,Grey,XL,24.24,35.1x67.7x14.2 cm,2.47,Out of Stock
3656,SKU-F92070,Max Bottle,Fashion,Office,CartPro,1943.24,950.56,"Jan 24, 2021",True,White,XL,7.01,48.1x37.0x28.7 cm,3.7,Low Stock
3657,SKU-Z28302,Ultra Watch,Grocery,Budget,HomeSense,1106.23,585.31,"Jun 29, 2025",False,Black,L,9.77,37.6x14.7x25.7 cm,2.21,In Stock
3658,SKU-M88534,Lite Shoes,Grocery,Premium,UrbanEdge,1527.25,934.88,10/04/2025,False,Black,,7.0,20.3x61.1x14.0 cm,2.69,Out of Stock
3659,SKU-C49934,Eco Headphones,Fashion,Standard,UrbanEdge,775.35,600.95,2021-06-26 08:49:38,False,Green,,21.81,42.8x6.7x20.2 cm,2.76,Low Stock
3660,SKU-D68340,Max Phone,Toys,Office,Luxora,2582.07,1533.17,"Nov 08, 2018",False,Red,XS,12.58,63.1x50.1x38.4 cm,4.72,In Stock
3661,SKU-B95890,Max Bottle,Toys,Budget,UrbanEdge,2182.95,1232.63,2024-01-02T20:45:11,False,Red,XXL,22.1,52.7x58.8x29.5 cm,2.46,Out of Stock
3662,SKU-K42968,Lite Phone,Toys,Office,UrbanEdge,1679.79,1240.23,"Jul 04, 2018",False,Grey,L,20.68,46.9x17.2x38.6 cm,3.12,Low Stock
3663,SKU-G86371,Max Shoes,Beauty,Budget,ActiveX,1247.05,912.58,2020-11-04 23:23:12,False,Red,,1.6,49.2x54.6x31.1 cm,4.86,In Stock
3664,SKU-I65710,Ultra Headphones,Sports,Budget,CartPro,1637.08,1262.46,2025-09-16T01:08:38,False,White,L,13.12,51.4x49.3x32.6 cm,2.92,Low Stock
3665,SKU-D87430,Pro Watch,Fashion,Premium,UrbanEdge,1291.88,993.23,2021-05-08 05:32:53,True,Grey,L,21.08,67.9x62.3x32.2 cm,4.71,Low Stock
3666,SKU-I62437,Lite Headphones,Fashion,Outdoor,PrimeLine,2120.09,1192.07,15/11/2019,False,Red,L,4.36,46.2x37.9x26.2 cm,4.78,Out of Stock
3667,SKU-F45492,Lite Mixer,Beauty,Premium,ActiveX,823.42,423.97,2022-02-17,False,Green,XL,4.54,10.1x43.0x9.6 cm,2.2,Low Stock
3668,SKU-X65308,Eco Shoes,Toys,Standard,CartPro,1270.88,1013.86,"Dec 16, 2019",False,Blue,L,4.5,52.0x76.7x20.6 cm,4.61,Out of Stock
3669,SKU-M33515,Max Shoes,Home & Kitchen,Office,ActiveX,1955.99,1401.11,2021-12-19T13:34:06,False,Grey,S,15.98,24.7x38.4x15.7 cm,3.56,Out of Stock
3670,SKU-Q58895,ultra headphones,Sports,Outdoor,UrbanEdge,1262.04,517.18,2021-11-21T19:47:15,False,Blue,,24.95,60.4x34.3x39.4 cm,4.71,In Stock
3671,SKU-U96333,Max Phone,Fashion,Standard,HomeSense,1256.61,701.52,2025-01-06,False,White,M,20.4,69.2x60.0x11.6 cm,2.23,Low Stock
3672,SKU-D27228,Pro Watch,Grocery,Kids,HomeSense,1070.43,707.0,2025-09-15T21:39:58,False,Blue,S,21.19,8.5x79.1x36.8 cm,2.18,Out of Stock
2794,SKU-Y95938,Smart Headphones,Home & Kitchen,Premium,GeoBasics,848.75,481.68,2022-07-15 11:10:02,False,Grey,XXL,0.63,68.9x44.7x26.5 cm,2.86,In Stock
3674,SKU-E67210,Lite Bottle,Beauty,Kids,PrimeLine,1613.88,815.81,2020-04-09T23:44:51,True,Green,L,one hundred,23.3x71.1x22.5 cm,4.47,Out of Stock
3675,SKU-V25064,Smart Bottle,Toys,Premium,ActiveX,3374.11,1686.99,2022-02-03T15:33:19,False,White,,18.17,21.1x38.4x35.6 cm,2.21,In Stock
3676,SKU-K95545,Smart Headphones,Fashion,Premium,ActiveX,1436.36,1030.7,2021-04-07,False,Pink,S,23.96,19.4x58.4x27.3 cm,3.44,Out of Stock
3677,SKU-I50377,Eco Backpack,Grocery,Budget,GeoBasics,1895.64,1300.03,2019-06-20,False,Pink,,23.75,34.3x10.9x5.1 cm,4.01,Out of Stock
3678,SKU-Z41784,Smart Backpack,Electronics,Office,CartPro,2660.62,1763.44,26/08/2025,True,White,XS,1.25,30.1x69.3x37.5 cm,3.42,Out of Stock
3679,SKU-N21650,max backpack,Beauty,Standard,Luxora,2106.86,1241.24,2023-05-14T02:19:23,False,Blue,,20.81,58.6x6.5x5.0 cm,2.48,Out of Stock
3680,SKU-C30179,Ultra Mixer,Sports,Premium,CartPro,1043.26,829.99,2019-02-10 09:15:39,False,White,L,16.22,68.0x16.4x2.0 cm,2.95,Out of Stock
3681,SKU-A48180,Eco Headphones,Home & Kitchen,Outdoor,Luxora,2388.03,1368.54,"Oct 07, 2023",False,Red,L,19.32,55.1x24.9x24.8 cm,2.86,Low Stock
3682,SKU-N16520,Lite Backpack,Electronics,Premium,CartPro,1858.21,1175.99,2022-11-04 09:53:26,False,Blue,S,4.56,74.6x62.8x30.6 cm,2.13,Out of Stock
3683,SKU-O62068,ULTRA BACKPACK,Home & Kitchen,Office,Luxora,975.05,407.79,2020-02-25,False,Pink,M,7.65,12.0x8.5x36.2 cm,2.74,Out of Stock
3684,SKU-V72554,Ultra Bottle,Electronics,Kids,HomeSense,1472.81,660.47,2018-03-14T09:05:56,False,Pink,XL,4.78,54.6x8.6x22.2 cm,4.26,In Stock
3685,SKU-S50252,Eco Bottle,Fashion,Office,PrimeLine,3136.48,2621.67,2025-01-17,False,Red,S,16.07,37.8x53.1x8.9 cm,3.71,Out of Stock
3686,SKU-P54373,Smart Shoes,Beauty,Budget,PrimeLine,3654.0,1601.78,2019-10-30T04:35:40,False,Green,,9.8,37.3x22.4x37.4 cm,3.73,Low Stock
3687,SKU-Y27790,Max Bottle,Electronics,Premium,Luxora,1420.14,982.36,2018-07-14 22:15:53,False,Black,XXL,10.63,30.8x37.6x6.9 cm,2.73,Low Stock
3688,SKU-Q18213,Smart Headphones,Beauty,Kids,ActiveX,1732.46,703.74,2022-03-29T19:21:45,False,Blue,XS,12.72,9.5x57.3x4.6 cm,2.99,Low Stock
3689,SKU-U52128,Ultra Mixer,Beauty,Standard,Luxora,1458.8,1212.43,2025-10-26 21:11:22,False,Black,XXL,0.9,14.8x28.5x38.2 cm,3.96,Low Stock
3690,SKU-K93851,Eco Shoes,Electronics,Outdoor,PrimeLine,2317.97,1435.48,2024-12-11,False,Pink,M,18.28,19.1x49.7x9.5 cm,2.72,In Stock
3691,SKU-G96327,Pro Phone,Electronics,Budget,ActiveX,1175.37,871.7,14/11/2022,False,Grey,S,17.02,22.2x54.1x14.4 cm,4.72,In Stock
3692,SKU-S90015,Smart Backpack,Grocery,Outdoor,ActiveX,1072.18,546.42,2020-09-30T01:05:45,False,Blue,XL,17.1,13.8x42.5x35.4 cm,4.28,Out of Stock
3693,SKU-F19822,Ultra Shoes,Toys,Kids,ActiveX,2082.5,1590.2,2018-10-12T16:33:21,False,Pink,S,17.21,24.5x8.0x28.3 cm,2.07,Out of Stock
3694,SKU-Y12668,Lite Shoes,Toys,Kids,Luxora,1526.98,937.85,2023-06-22,False,Blue,XS,19.11,55.6x51.6x20.2 cm,4.1,Low Stock
3695,SKU-V60710,Eco Headphones,Fashion,Office,UrbanEdge,541.25,426.58,2025-07-02,False,Blue,S,19.61,25.5x79.0x38.7 cm,2.16,In Stock
3696,SKU-U20806,Lite Headphones,Grocery,Kids,UrbanEdge,809.56,368.93,"Jun 24, 2019",False,Green,XXL,10.31,23.7x49.9x13.4 cm,2.05,In Stock
3697,SKU-U77456,Pro Mixer,Beauty,Kids,PrimeLine,2258.03,1429.56,2019-03-02,False,White,XL,16.18,75.3x73.0x9.1 cm,4.19,In Stock
3698,SKU-W33659,Pro Watch,Home & Kitchen,Outdoor,Luxora,2208.39,1192.03,07/06/2025,False,Black,XS,20.71,44.6x74.4x1.6 cm,3.28,Out of Stock
3699,SKU-I32556,Ultra Headphones,Toys,Office,HomeSense,1073.28,485.49,2024-10-18 17:47:48,False,White,XS,20.05,73.5x19.8x3.0 cm,3.62,Out of Stock
3700,SKU-I94688,Ultra Shoes,Fashion,Kids,GeoBasics,1305.44,700.86,2018-06-17T18:44:40,False,Green,XXL,10.58,12.6x30.0x26.9 cm,3.25,In Stock
3701,SKU-G11308,Max Watch,Toys,Kids,CartPro,2172.52,1068.49,2021-02-26 00:13:30,False,Red,XS,3.89,76.9x6.4x18.6 cm,3.22,Out of Stock
3702,SKU-W99915,Lite Bottle,Electronics,Budget,GeoBasics,1724.22,997.89,"Jul 27, 2023",False,Pink,S,15.41,41.7x47.5x23.0 cm,2.84,Low Stock
3703,SKU-B11194,Ultra Watch,Beauty,Office,GeoBasics,2064.0,1455.11,"Nov 22, 2021",False,White,XS,16.13,46.1x6.2x12.7 cm,4.86,Out of Stock
3704,SKU-D56330,Eco Watch,Toys,Standard,PrimeLine,2282.29,945.51,"Oct 07, 2023",False,Green,XS,14.95,25.6x37.0x11.8 cm,2.16,Low Stock
3705,SKU-M94235,Pro Watch,Sports,Outdoor,Luxora,809479.3733287549,1264.75,23/03/2025,False,Green,S,1.73,28.8x5.1x35.4 cm,3.94,Out of Stock
3706,SKU-H97108,Pro Backpack,Grocery,Office,CartPro,1794.74,1172.85,"Mar 15, 2024",False,Pink,XS,9.69,58.9x73.2x14.4 cm,3.38,Out of Stock
3707,SKU-C37917,Eco Shoes,Sports,Standard,CartPro,810.4,683.79,2021-10-27 18:38:56,True,Black,XS,19.06,39.8x28.5x33.7 cm,3.59,Low Stock
7784,SKU-I31597,Eco Headphones,Fashion,Kids,CartPro,2457.01,1000.32,"Jul 19, 2024",False,Blue,XS,1.63,18.5x26.1x13.1 cm,4.82,Low Stock
7431,SKU-Q23545,Ultra Backpack,Electronics,Kids,ActiveX,1252.58,623.73,2024-07-14T03:36:08,False,Blue,M,23.36,70.9x39.9x21.7 cm,3.74,Low Stock
3710,SKU-E68013,Pro Phone,Beauty,Kids,UrbanEdge,1522.0,one hundred,2024-02-14T03:10:21,False,Pink,XS,14.11,77.1x73.5x18.9 cm,2.27,Low Stock
3711,SKU-P42058,Eco Headphones,Fashion,Budget,PrimeLine,1655.47,1239.66,2022-11-07 20:18:32,False,,M,5.72,50.8x14.2x27.8 cm,2.44,Out of Stock
3712,SKU-P68910,Lite Mixer,Electronics,Budget,Luxora,994.8,820.22,2020-03-21,True,White,M,11.3,8.4x27.7x24.9 cm,4.53,In Stock
3713,SKU-F60606,Ultra Bottle,Electronics,Standard,Luxora,2133.69,1707.22,2020-07-10T13:19:03,False,Red,M,5.51,63.3x33.1x3.8 cm,2.27,In Stock
3714,SKU-O28706,Max Watch,Fashion,Premium,ActiveX,800.71,578.83,2020-07-18,False,Green,XXL,4.44,8.3x6.6x16.7 cm,2.74,In Stock
3715,SKU-F35008,Ultra Phone,Toys,Standard,GeoBasics,2468811.157243968,606.41,2018-06-21T12:41:38,False,Pink,S,3.14,42.6x71.4x20.3 cm,4.22,Low Stock
3716,SKU-M82230,Lite Headphones,Fashion,Office,PrimeLine,894.32,486.25,2022-06-29 06:58:09,False,Black,M,7.6,62.6x20.3x20.1 cm,4.64,Out of Stock
3717,SKU-R14477,Eco Watch,Grocery,Budget,PrimeLine,2293.29,1479.01,"Apr 22, 2022",False,Pink,XXL,23.75,32.0x23.3x27.8 cm,—,Out of Stock
3718,SKU-N98023,Smart Watch,Grocery,Premium,HomeSense,1807.33,1509.4,2020-07-21,False,Red,XS,10.55,67.1x70.0x38.8 cm,4.45,Out of Stock
3719,SKU-C94623,Ultra Backpack,Home & Kitchen,Premium,ActiveX,1349.77,748.35,2018-04-06,False,Red,XS,19.86,7.2x55.7x20.5 cm,4.03,Low Stock
3720,SKU-U54909,Eco Backpack,Grocery,Outdoor,UrbanEdge,2064.94,1709.71,22/02/2021,False,Green,XL,15.5,29.7x61.4x21.7 cm,2.62,Low Stock
3721,SKU-K73644,Eco Headphones,Sports,Office,PrimeLine,1099.32,677.55,"May 21, 2023",False,Red,M,0.24,35.7x34.3x39.9 cm,2.6,Out of Stock
3722,SKU-Q90864,Lite Mixer,Toys,Outdoor,Luxora,1871.53,788.67,"Jul 19, 2023",False,Blue,XS,1.17,36.9x68.5x4.3 cm,4.25,In Stock
3723,SKU-I97624,Lite Shoes,Fashion,Kids,PrimeLine,1381.33,608.47,"Jul 04, 2018",False,Green,XXL,10.48,5.0x40.1x39.3 cm,3.49,Out of Stock
3724,SKU-T34443,Pro Bottle,Toys,Premium,ActiveX,1901.16,928.7,2023-11-08T20:30:07,False,Grey,,20.64,8.0x49.7x28.9 cm,3.42,Low Stock
3725,SKU-N59514,Lite Phone,Sports,Kids,UrbanEdge,2406.54,1902.07,2022-07-21 21:00:54,False,Red,L,18.32,57.6x24.6x33.1 cm,4.64,Low Stock
3726,SKU-T51960,Pro Watch,Toys,Kids,PrimeLine,2557.26,1516.67,21/11/2022,False,Grey,S,20.1,72.0x21.6x7.8 cm,4.28,In Stock
3727,SKU-M53836,Pro Shoes,Sports,Kids,Luxora,496.86,381.79,2024-02-03 00:40:31,False,Red,M,0.55,66.5x8.5x8.5 cm,2.4,Low Stock
3728,SKU-W98982,Ultra Mixer,Electronics,Kids,Luxora,2075.38,1251.98,25/04/2021,False,White,L,1.54,61.2x13.8x37.5 cm,3.43,Out of Stock
3729,SKU-R16842,Eco Headphones,Home & Kitchen,Standard,Luxora,360.43,236.15,2024-10-08,False,Red,XS,8.3,68.5x19.7x19.3 cm,2.18,In Stock
3730,SKU-B12240,Smart Headphones,Electronics,Premium,UrbanEdge,987.54,675.79,"Oct 12, 2020",False,Red,XL,20.89,7.5x64.4x6.0 cm,4.59,Out of Stock
3731,SKU-H41122,Pro Backpack,Grocery,Kids,CartPro,1541.47,974.95,19/06/2025,True,Blue,S,7.99,7.9x71.5x9.0 cm,3.5,In Stock
3732,SKU-S45352,Pro Shoes,Toys,Premium,UrbanEdge,1365.64,874.17,09/03/2021,True,Black,XXL,17.45,43.1x14.6x24.3 cm,2.35,Out of Stock
3733,SKU-L35767,Eco Watch,Fashion,Office,GeoBasics,1317.29,827.29,2020-11-08,False,Grey,XS,11.46,49.2x58.4x16.1 cm,4.04,In Stock
3734,SKU-C33902,Lite Bottle,Grocery,Outdoor,UrbanEdge,1218.65,713.85,2019-02-02 20:25:46,False,Red,XS,18.37,47.6x63.4x31.0 cm,3.23,In Stock
3735,SKU-U58555,Lite Headphones,Toys,Kids,PrimeLine,1669.8,1341.27,25/10/2018,True,Black,XL,2.86,66.3x21.3x5.5 cm,3.13,Low Stock
3736,SKU-P69559,Lite Backpack,Sports,Budget,PrimeLine,2142.94,1087.61,"Dec 11, 2018",False,Pink,S,19.91,16.1x27.0x35.8 cm,2.1,Low Stock
3737,SKU-M73216,Ultra Phone,Home & Kitchen,Standard,Luxora,1766.83,1480.06,13/08/2021,False,Black,L,23.42,11.1x35.2x27.0 cm,—,Out of Stock
3738,SKU-B95004,Ultra Backpack,Toys,Budget,ActiveX,1193.49,894.32,2023-01-03,False,Pink,XXL,4.46,79.0x38.3x18.9 cm,4.68,Low Stock
3739,SKU-V27479,Pro Headphones,Fashion,Kids,Luxora,1741.92,1130.74,2021-06-28T15:55:44,False,Green,XS,4.69,56.3x11.0x3.5 cm,2.24,Low Stock
3740,SKU-Z42822,Lite Watch,Electronics,Premium,ActiveX,838.48,427.31,"Jul 16, 2019",False,Red,S,18.11,37.7x22.2x5.4 cm,4.7,In Stock
3741,SKU-U72974,Pro Headphones,Beauty,Premium,UrbanEdge,850.04,422.61,2025-02-24T09:58:01,False,Black,XL,22.09,13.6x45.1x14.1 cm,3.84,Out of Stock
3742,SKU-M33430,Lite Watch,Electronics,Kids,UrbanEdge,1135.87,N/A,2019-07-18 03:18:21,False,Red,M,9.47,16.4x61.9x34.0 cm,2.45,Out of Stock
3743,SKU-I82519,Lite Shoes,Home & Kitchen,Office,PrimeLine,2844.99,1226.66,03/05/2021,True,Black,XL,10.08,41.3x45.8x31.7 cm,4.09,Low Stock
3744,SKU-L54852,Smart Phone,Beauty,Premium,ActiveX,3310.83,1975.02,2025-10-02,False,Green,XS,11.19,52.6x31.9x17.0 cm,2.55,In Stock
3745,SKU-O60916,Ultra Mixer,Toys,Kids,Luxora,1337.73,691.24,"Sep 10, 2018",False,White,XXL,18.9,31.0x38.4x32.5 cm,2.54,In Stock
3746,SKU-K87146,Smart backpack,Toys,Budget,ActiveX,2490.53,1091.91,2022-10-24 15:23:30,False,Grey,XXL,22.88,10.4x25.7x24.4 cm,3.94,Out of Stock
3747,SKU-X50916,Eco Backpack,Toys,Premium,PrimeLine,1674.05,—,12/11/2021,False,Red,S,24.58,24.9x27.2x29.3 cm,4.95,Out of Stock
3748,SKU-Z57706,Eco Watch,Fashion,Premium,ActiveX,2175.67,1196.2,2018-05-08T05:00:44,False,Blue,L,24.97,24.2x28.4x36.6 cm,3.16,Low Stock
3749,SKU-C35277,Lite Watch,Beauty,Budget,GeoBasics,1124.09,586.16,"Mar 14, 2018",False,Pink,S,3.97,18.7x19.3x10.1 cm,2.35,Low Stock
3750,SKU-K77277,Eco Backpack,Electronics,Premium,CartPro,3558.94,1523.77,2022-07-23,False,Red,L,15.61,50.8x67.7x4.8 cm,4.8,Low Stock
3751,SKU-V84540,Ultra Watch,Home & Kitchen,Office,GeoBasics,unknown,1473.86,2024-06-02 06:27:26,True,Black,XS,14.19,23.0x64.6x29.9 cm,2.57,Out of Stock
3752,SKU-P97979,Pro Shoes,Beauty,Budget,PrimeLine,1575.76,670.7,"Nov 14, 2023",False,Red,,6.38,25.7x59.8x25.4 cm,4.95,Out of Stock
3753,SKU-Z45501,Smart Mixer,Toys,Standard,PrimeLine,2727.57,1119.16,21/06/2018,False,Blue,M,1.21,68.1x21.1x23.2 cm,3.56,Out of Stock
2845,SKU-S92435,Pro Headphones,Sports,Office,ActiveX,845.74,406.6,"May 08, 2022",False,Pink,S,21.23,68.6x57.2x17.8 cm,2.91,In Stock
3755,SKU-T61946,Smart Mixer,Grocery,Budget,HomeSense,1715.6,1017.34,2019-02-11 08:30:06,False,Blue,L,2.47,52.6x63.8x18.1 cm,2.74,In Stock
3756,SKU-N35654,Pro Headphones,Home & Kitchen,Kids,GeoBasics,990.81,663.88,01/05/2021,False,Pink,M,20.8,62.5x64.7x36.9 cm,4.36,Out of Stock
3757,SKU-N47117,Pro Phone,Home & Kitchen,Office,PrimeLine,1369.56,899.09,2020-01-05 01:27:08,False,White,,14.94,47.6x54.9x32.6 cm,4.54,Low Stock
3758,SKU-B98866,Smart Headphones,Home & Kitchen,Kids,CartPro,N/A,373.21,2021-12-09T02:18:32,False,Blue,M,19.29,47.5x76.7x31.9 cm,2.46,Out of Stock
3759,SKU-A29081,Lite Watch,Home & Kitchen,Premium,UrbanEdge,834.21,588.24,"May 12, 2020",False,White,M,12.84,49.5x60.3x23.9 cm,2.81,Low Stock
3760,SKU-B60513,Eco Shoes,Home & Kitchen,Budget,HomeSense,1653.21,974.67,2020-11-01,False,Black,XS,23.97,44.5x25.3x6.6 cm,2.57,Out of Stock
3761,SKU-N56479,Ultra Bottle,Toys,Kids,Luxora,1359.54,903.36,"Jul 12, 2024",False,Green,M,21.57,12.2x70.4x33.2 cm,4.54,Out of Stock
3762,SKU-O56125,Eco Headphones,Electronics,Outdoor,PrimeLine,1428.57,1125.17,2019-09-18,True,Blue,XS,9.77,29.8x10.1x37.0 cm,4.51,Out of Stock
3763,SKU-Z39590,Eco Phone,Home & Kitchen,Premium,CartPro,2480.41,2028.94,2024-12-01T16:08:24,False,Green,,6.39,26.0x45.5x12.5 cm,3.33,Out of Stock
